Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2015,Art Commission-Administration,Arts Commission,2034278.89,1759927.34,0.155887998194289
2014,Art Commission-Administration,Arts Commission,1759927.34,2906155.2,-0.394413849611335
2013,Art Commission-Administration,Arts Commission,2906155.2,3009633.59,-0.0343823880567467
2012,Art Commission-Administration,Arts Commission,3009633.59,2715990.94,0.108116211168215
2011,Art Commission-Administration,Arts Commission,2715990.94,2089317.15,0.29994191642949
2010,Art Commission-Administration,Arts Commission,2089317.15,1922921.9,0.0865325055583381
2009,Art Commission-Administration,Arts Commission,1922921.9,2442427.13,-0.212700401014625
2008,Art Commission-Administration,Arts Commission,2442427.13,2124833.86,0.149467342354945
2007,Art Commission-Administration,Arts Commission,2124833.86,1973800.01,0.0765193278117371
2006,Art Commission-Administration,Arts Commission,1973800.01,1142411.42,0.727748843757182
2005,Art Commission-Administration,Arts Commission,1142411.42,1889399.7,-0.395357467242109
2004,Art Commission-Administration,Arts Commission,1889399.7,1568699.02,0.204437355994523
2003,Art Commission-Administration,Arts Commission,1568699.02,3103861.62,-0.494597629645615
2002,Art Commission-Administration,Arts Commission,3103861.62,3709416.3,-0.163247969768182
2001,Art Commission-Administration,Arts Commission,3709416.3,2128276.67,0.742920153327622
2000,Art Commission-Administration,Arts Commission,2128276.67,2185449.11,-0.0261604993401106
1999,Art Commission-Administration,Arts Commission,2185449.11,NA,NA
2016,Branch Program,Arts Commission,4346.73,708.16,5.13806201988251
2015,Branch Program,Arts Commission,708.16,43477.8,-0.983712147348762
2014,Branch Program,Arts Commission,43477.8,55030.96,-0.209939277817432
2013,Branch Program,Arts Commission,55030.96,65510.35,-0.159965410045894
2012,Branch Program,Arts Commission,65510.35,48533.27,0.349802929001075
2011,Branch Program,Arts Commission,48533.27,105993.36,-0.542110279360896
2010,Branch Program,Arts Commission,105993.36,79174.75,0.338726803684255
2009,Branch Program,Arts Commission,79174.75,36020.39,1.19805365794207
2008,Branch Program,Arts Commission,36020.39,29649.36,0.214879174457729
2007,Branch Program,Arts Commission,29649.36,30343.4,-0.0228728487908409
2006,Branch Program,Arts Commission,30343.4,27339.02,0.109893478259279
2005,Branch Program,Arts Commission,27339.02,22517.89,0.214102209398838
2004,Branch Program,Arts Commission,22517.89,24904.33,-0.0958243004328967
2003,Branch Program,Arts Commission,24904.33,6570.82,2.79014034778003
2002,Branch Program,Arts Commission,6570.82,NA,NA
2015,Capital Projects,Arts Commission,5325.98,9454.2,-0.436654608533773
2014,Capital Projects,Arts Commission,9454.2,28837.33,-0.672154114129151
2013,Capital Projects,Arts Commission,28837.33,231982.71,-0.875691899624761
2012,Capital Projects,Arts Commission,231982.71,64487.76,2.5973138158311
2011,Capital Projects,Arts Commission,64487.76,112358.73,-0.426054744477799
2010,Capital Projects,Arts Commission,112358.73,169083.91,-0.335485381193279
2009,Capital Projects,Arts Commission,169083.91,188445.06,-0.102741616044485
2008,Capital Projects,Arts Commission,188445.06,82161.18,1.29360216102057
2007,Capital Projects,Arts Commission,82161.18,68889.41,0.192653268477695
2006,Capital Projects,Arts Commission,68889.41,26381.07,1.61131978346595
2005,Capital Projects,Arts Commission,26381.07,14639.48,0.802049662966171
2004,Capital Projects,Arts Commission,14639.48,NA,NA
2016,City Capital Projects,Arts Commission,62769.46,294453.79,-0.786827467902519
2015,City Capital Projects,Arts Commission,294453.79,977080.7,-0.698639232153496
2014,City Capital Projects,Arts Commission,977080.7,509869.15,0.916336181547756
2013,City Capital Projects,Arts Commission,509869.15,699681.85,-0.271284298713765
2012,City Capital Projects,Arts Commission,699681.85,169425.77,3.12972507074927
2011,City Capital Projects,Arts Commission,169425.77,565194.2,-0.700234415002843
2010,City Capital Projects,Arts Commission,565194.2,737319.15,-0.233447008666464
2009,City Capital Projects,Arts Commission,737319.15,385915.25,0.910572722897061
2008,City Capital Projects,Arts Commission,385915.25,253243.43,0.523890471709375
2007,City Capital Projects,Arts Commission,253243.43,226491.07,0.118116621551569
2006,City Capital Projects,Arts Commission,226491.07,224758.85,0.00770701576378417
2005,City Capital Projects,Arts Commission,224758.85,241541.18,-0.0694802020922477
2004,City Capital Projects,Arts Commission,241541.18,191223.1,0.26313808321275
2003,City Capital Projects,Arts Commission,191223.1,449507.71,-0.574594393497722
2002,City Capital Projects,Arts Commission,449507.71,151814.97,1.9608918672513
2001,City Capital Projects,Arts Commission,151814.97,259916.46,-0.415908596169708
2000,City Capital Projects,Arts Commission,259916.46,211208.55,0.230615237877444
1999,City Capital Projects,Arts Commission,211208.55,NA,NA
2016,Civic Collection,Arts Commission,444155.83,1143937.46,-0.611730671010634
2015,Civic Collection,Arts Commission,1143937.46,910288.02,0.256676386886867
2014,Civic Collection,Arts Commission,910288.02,817173.28,0.113947362547145
2013,Civic Collection,Arts Commission,817173.28,308686.31,1.6472611629586
2012,Civic Collection,Arts Commission,308686.31,210888.15,0.463744217017409
2011,Civic Collection,Arts Commission,210888.15,94509.5,1.2313963146562
2010,Civic Collection,Arts Commission,94509.5,209068.76,-0.547950157641916
2009,Civic Collection,Arts Commission,209068.76,188704.99,0.107913256559882
2008,Civic Collection,Arts Commission,188704.99,183297.22,0.0295027387758526
2007,Civic Collection,Arts Commission,183297.22,193793.39,-0.0541616512307257
2006,Civic Collection,Arts Commission,193793.39,26359.84,6.35184242392974
2005,Civic Collection,Arts Commission,26359.84,95184.78,-0.723066649941304
2004,Civic Collection,Arts Commission,95184.78,298191.7,-0.680793328586946
2003,Civic Collection,Arts Commission,298191.7,161685.1,0.844274456953671
2002,Civic Collection,Arts Commission,161685.1,576904.18,-0.719736646733952
2001,Civic Collection,Arts Commission,576904.18,367118.02,0.5714406500667
2000,Civic Collection,Arts Commission,367118.02,213530.59,0.719276006308979
1999,Civic Collection,Arts Commission,213530.59,NA,NA
2016,Civic Design,Arts Commission,241798.07,329135.13,-0.265353200067097
2015,Civic Design,Arts Commission,329135.13,183809.22,0.790634495919193
2014,Civic Design,Arts Commission,183809.22,171320.06,0.0728995775509301
2013,Civic Design,Arts Commission,171320.06,NA,NA
2016,Community Arts & Education,Arts Commission,54773.84,210537.62,-0.739838229386273
2015,Community Arts & Education,Arts Commission,210537.62,518312.66,-0.593801895558561
2014,Community Arts & Education,Arts Commission,518312.66,702110.95,-0.261779552077916
2013,Community Arts & Education,Arts Commission,702110.95,4955224.29,-0.85830894649574
2012,Community Arts & Education,Arts Commission,4955224.29,6212340.52,-0.202357907772898
2011,Community Arts & Education,Arts Commission,6212340.52,5699565.2,0.089967445235998
2010,Community Arts & Education,Arts Commission,5699565.2,6063468.08,-0.0600156338251887
2009,Community Arts & Education,Arts Commission,6063468.08,7154273.37,-0.15246905361124
2008,Community Arts & Education,Arts Commission,7154273.37,5613945.06,0.274375380153791
2007,Community Arts & Education,Arts Commission,5613945.06,4507782.82,0.245389426281189
2006,Community Arts & Education,Arts Commission,4507782.82,4965058.52,-0.0920987533496381
2005,Community Arts & Education,Arts Commission,4965058.52,4425351.56,0.121957985186605
2004,Community Arts & Education,Arts Commission,4425351.56,4736114.31,-0.0656155509895197
2003,Community Arts & Education,Arts Commission,4736114.31,6119031.76,-0.226002659283468
2002,Community Arts & Education,Arts Commission,6119031.76,5663500.27,0.0804328539389299
2001,Community Arts & Education,Arts Commission,5663500.27,5146053.77,0.100552097418135
2000,Community Arts & Education,Arts Commission,5146053.77,4477000.89,0.149442203930409
1999,Community Arts & Education,Arts Commission,4477000.89,NA,NA
2016,Community Arts & Education-General Admin,Arts Commission,27071.9,4471769.67,-0.993946043289837
2015,Community Arts & Education-General Admin,Arts Commission,4471769.67,4146046.48,0.0785623585194346
2014,Community Arts & Education-General Admin,Arts Commission,4146046.48,3777717.83,0.0975003074806145
2013,Community Arts & Education-General Admin,Arts Commission,3777717.83,NA,NA
2016,Community Investments,Arts Commission,5033457.63,NA,NA
2016,Cultural Enrichment,Arts Commission,100762.58,-24587.12,-5.09818555406245
2015,Cultural Enrichment,Arts Commission,-24587.12,151997.89,-1.1617596138999
2014,Cultural Enrichment,Arts Commission,151997.89,1509999.7,-0.899339125696515
2013,Cultural Enrichment,Arts Commission,1509999.7,3378842.36,-0.553101465201235
2012,Cultural Enrichment,Arts Commission,3378842.36,278710.65,11.1231189407366
2011,Cultural Enrichment,Arts Commission,278710.65,689216.78,-0.595612500902836
2010,Cultural Enrichment,Arts Commission,689216.78,1325447.68,-0.4800120816538
2009,Cultural Enrichment,Arts Commission,1325447.68,124665.89,9.63199949882041
2008,Cultural Enrichment,Arts Commission,124665.89,87798.21,0.419913800064944
2007,Cultural Enrichment,Arts Commission,87798.21,67557.62,0.299604841023115
2006,Cultural Enrichment,Arts Commission,67557.62,209854.57,-0.678074106272739
2005,Cultural Enrichment,Arts Commission,209854.57,7830.95,25.7980985704161
2004,Cultural Enrichment,Arts Commission,7830.95,615313.92,-0.987273244200294
2003,Cultural Enrichment,Arts Commission,615313.92,221034.57,1.78379042699067
2002,Cultural Enrichment,Arts Commission,221034.57,485511.38,-0.544738642377445
2001,Cultural Enrichment,Arts Commission,485511.38,99370.79,3.88585609513621
2000,Cultural Enrichment,Arts Commission,99370.79,NA,NA
2016,Cultural Equity,Arts Commission,960194.37,4995384.87,-0.807783705362426
2015,Cultural Equity,Arts Commission,4995384.87,4478755.11,0.115351196328303
2014,Cultural Equity,Arts Commission,4478755.11,3726525.53,0.201858158207761
2013,Cultural Equity,Arts Commission,3726525.53,3435865.4,0.0845959012247687
2012,Cultural Equity,Arts Commission,3435865.4,4297983.58,-0.20058666208306
2011,Cultural Equity,Arts Commission,4297983.58,3369094.5,0.275708823246127
2010,Cultural Equity,Arts Commission,3369094.5,4118803.95,-0.182021154466456
2009,Cultural Equity,Arts Commission,4118803.95,4772575.7,-0.136985098004836
2008,Cultural Equity,Arts Commission,4772575.7,4307780.83,0.107896591851448
2007,Cultural Equity,Arts Commission,4307780.83,3684278.78,0.169233135501217
2006,Cultural Equity,Arts Commission,3684278.78,3681227.85,0.00082878053853681
2005,Cultural Equity,Arts Commission,3681227.85,3970617.11,-0.0728826910233105
2004,Cultural Equity,Arts Commission,3970617.11,3962826.32,0.00196596806695291
2003,Cultural Equity,Arts Commission,3962826.32,3867798.25,0.0245690348507707
2002,Cultural Equity,Arts Commission,3867798.25,3917128.76,-0.0125935380280939
2001,Cultural Equity,Arts Commission,3917128.76,3570343.73,0.0971293119724359
2000,Cultural Equity,Arts Commission,3570343.73,3010203.78,0.186080408815379
1999,Cultural Equity,Arts Commission,3010203.78,NA,NA
2012,Development & Planning,Arts Commission,-41773.48,NA,NA
2008,Development & Planning,Arts Commission,10421.07,8565.7,0.216604597405933
2007,Development & Planning,Arts Commission,8565.7,8547.78,0.00209645077435312
2006,Development & Planning,Arts Commission,8547.78,14238.93,-0.399689442956739
2005,Development & Planning,Arts Commission,14238.93,NA,NA
2016,Educational Programs,Arts Commission,208987.45,554653.44,-0.623210756612273
2015,Educational Programs,Arts Commission,554653.44,411099.3,0.349195778246277
2014,Educational Programs,Arts Commission,411099.3,258027.99,0.59323529203169
2013,Educational Programs,Arts Commission,258027.99,NA,NA
2016,Gallery,Arts Commission,663369.57,750308.11,-0.115870452206628
2015,Gallery,Arts Commission,750308.11,796155.17,-0.0575855834736337
2014,Gallery,Arts Commission,796155.17,614838.46,0.294901379461526
2013,Gallery,Arts Commission,614838.46,119792.47,4.13253011645891
2012,Gallery,Arts Commission,119792.47,73155.62,0.637501944484921
2011,Gallery,Arts Commission,73155.62,79103.81,-0.0751947346151848
2010,Gallery,Arts Commission,79103.81,145253.93,-0.45541019096695
2009,Gallery,Arts Commission,145253.93,43107.2,2.36959788619998
2008,Gallery,Arts Commission,43107.2,43257.21,-0.00346786119585602
2007,Gallery,Arts Commission,43257.21,57679.27,-0.250038878786087
2006,Gallery,Arts Commission,57679.27,80289.77,-0.281611218963512
2005,Gallery,Arts Commission,80289.77,86832.68,-0.0753507780711134
2004,Gallery,Arts Commission,86832.68,86187.86,0.00748156410891287
2003,Gallery,Arts Commission,86187.86,74410.91,0.158269130158467
2002,Gallery,Arts Commission,74410.91,73677.9,0.00994884490464589
2001,Gallery,Arts Commission,73677.9,66758.13,0.10365434142628
2000,Gallery,Arts Commission,66758.13,116729.6,-0.428095958522945
1999,Gallery,Arts Commission,116729.6,NA,NA
2001,Golden Gate Park,Arts Commission,13780.57,11855.3,0.162397408753891
2000,Golden Gate Park,Arts Commission,11855.3,17864.13,-0.336362867937034
1999,Golden Gate Park,Arts Commission,17864.13,NA,NA
2004,Golf Course,Arts Commission,11000,39000,-0.717948717948718
2003,Golf Course,Arts Commission,39000,NA,NA
2016,Grants For The Arts,Arts Commission,600,4700,-0.872340425531915
2015,Grants For The Arts,Arts Commission,4700,13300,-0.646616541353383
2014,Grants For The Arts,Arts Commission,13300,39200,-0.660714285714286
2013,Grants For The Arts,Arts Commission,39200,NA,NA
2008,Grants For The Arts,Arts Commission,28000,NA,NA
2006,Hetch Hetchy Capital Projects,Arts Commission,1233.31,NA,NA
2003,Hetch Hetchy Capital Projects,Arts Commission,6066.56,3666.44,0.654618649152857
2002,Hetch Hetchy Capital Projects,Arts Commission,3666.44,NA,NA
2000,Hetch Hetchy Capital Projects,Arts Commission,5893.62,NA,NA
2015,Laguna Honda - Long Term Care,Arts Commission,8438.99,51455.61,-0.835994753536106
2014,Laguna Honda - Long Term Care,Arts Commission,51455.61,33287.26,0.545804911548743
2013,Laguna Honda - Long Term Care,Arts Commission,33287.26,312443.85,-0.893461625184813
2012,Laguna Honda - Long Term Care,Arts Commission,312443.85,479453.1,-0.348332819205883
2011,Laguna Honda - Long Term Care,Arts Commission,479453.1,894527.71,-0.464015374101715
2010,Laguna Honda - Long Term Care,Arts Commission,894527.71,322584.59,1.77300198995866
