Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2016,Children and Families Fund,Children and Families Commission,23804578,28156320,-0.154556490336805
2015,Children and Families Fund,Children and Families Commission,28156320,24693890,0.140214036751601
2014,Children and Families Fund,Children and Families Commission,24693890,21910384,0.127040493676423
2013,Children and Families Fund,Children and Families Commission,21910384,17204050,0.27355965601123
2012,Children and Families Fund,Children and Families Commission,17204050,13000000,0.323388461538462
2011,Children and Families Fund,Children and Families Commission,13000000,14772856,-0.120007668117797
2010,Children and Families Fund,Children and Families Commission,14772856,NA,NA
2015,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,70136080,65224532,0.0753021577832095
2014,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,65224532,39214130,0.663291573726103
2013,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,39214130,31204000,0.256702025381361
2012,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,31204000,32030348,-0.0257989079606628
2011,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,32030348,32917500,-0.0269507708665603
2010,Public Ed Fund - Prop H ( March 2004 ),Children and Families Commission,32917500,NA,NA
2017,Children's Baseline,"Children, Youth & Their Families",35593547,38206262,-0.0683844705875702
2016,Children's Baseline,"Children, Youth & Their Families",38206262,44004693,-0.13176846842222
2015,Children's Baseline,"Children, Youth & Their Families",44004693,31326810,0.404697541818015
2014,Children's Baseline,"Children, Youth & Their Families",31326810,29993109,0.0444669140501573
2013,Children's Baseline,"Children, Youth & Their Families",29993109,32250999,-0.0700099243437389
2012,Children's Baseline,"Children, Youth & Their Families",32250999,30104965,0.0712850521500357
2011,Children's Baseline,"Children, Youth & Their Families",30104965,48246027,-0.376011521114474
2010,Children's Baseline,"Children, Youth & Their Families",48246027,NA,NA
2017,Children's Fund Programs,"Children, Youth & Their Families",135116000,123253252,0.0962469371599217
2016,Children's Fund Programs,"Children, Youth & Their Families",123253252,113233906,0.0884836207981733
2015,Children's Fund Programs,"Children, Youth & Their Families",113233906,106144256,0.0667925921493105
2014,Children's Fund Programs,"Children, Youth & Their Families",106144256,91256092,0.163147069677277
2013,Children's Fund Programs,"Children, Youth & Their Families",91256092,89766000,0.0165997370942228
2012,Children's Fund Programs,"Children, Youth & Their Families",89766000,82772000,0.0844971729570386
2011,Children's Fund Programs,"Children, Youth & Their Families",82772000,92392024,-0.104121801682795
2010,Children's Fund Programs,"Children, Youth & Their Families",92392024,NA,NA
2017,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",2418398,2887334,-0.162411414820731
2016,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",2887334,17232323,-0.832446617905201
2015,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",17232323,12775020,0.34890771208186
2014,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",12775020,13230139,-0.0344001676777546
2013,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",13230139,16992709,-0.221422611309356
2012,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",16992709,14474627,0.173965242765841
2011,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",14474627,28873371,-0.498685934524237
2010,Children's Svcs - Non - Children's Fund,"Children, Youth & Their Families",28873371,NA,NA
2017,General City Responsibilities,"Children, Youth & Their Families",4400000,4300000,0.0232558139534884
2016,General City Responsibilities,"Children, Youth & Their Families",4300000,4075000,0.0552147239263804
2015,General City Responsibilities,"Children, Youth & Their Families",4075000,3660000,0.113387978142077
2014,General City Responsibilities,"Children, Youth & Their Families",3660000,3360000,0.0892857142857143
2013,General City Responsibilities,"Children, Youth & Their Families",3360000,3050000,0.101639344262295
2012,General City Responsibilities,"Children, Youth & Their Families",3050000,2783000,0.0959396334890406
2011,General City Responsibilities,"Children, Youth & Their Families",2783000,2922384,-0.0476953062978719
2010,General City Responsibilities,"Children, Youth & Their Families",2922384,NA,NA
2017,General Fund,"Children, Youth & Their Families",34046494,35413707,-0.0386068874405043
2016,General Fund,"Children, Youth & Their Families",35413707,29806848,0.188106404273273
2015,General Fund,"Children, Youth & Their Families",29806848,28966662,0.0290052750986634
2014,General Fund,"Children, Youth & Their Families",28966662,27760125,0.0434629527064449
2013,General Fund,"Children, Youth & Their Families",27760125,28443641,-0.0240305381438333
2012,General Fund,"Children, Youth & Their Families",28443641,28516672,-0.00256099309204103
2011,General Fund,"Children, Youth & Their Families",28516672,23784542,0.198958214120751
2010,General Fund,"Children, Youth & Their Families",23784542,NA,NA
2017,Public Education Fund ( Prop H ),"Children, Youth & Their Families",123400000,120600000,0.0232172470978441
2016,Public Education Fund ( Prop H ),"Children, Youth & Their Families",120600000,101380000,0.18958374432827
2015,Public Education Fund ( Prop H ),"Children, Youth & Their Families",101380000,94900000,0.0682824025289779
2014,Public Education Fund ( Prop H ),"Children, Youth & Their Families",94900000,66724000,0.422276841915952
2013,Public Education Fund ( Prop H ),"Children, Youth & Their Families",66724000,57200000,0.166503496503496
2012,Public Education Fund ( Prop H ),"Children, Youth & Their Families",57200000,53958000,0.0600837688572593
2011,Public Education Fund ( Prop H ),"Children, Youth & Their Families",53958000,55345000,-0.0250609811184389
2010,Public Education Fund ( Prop H ),"Children, Youth & Their Families",55345000,NA,NA
2017,Transitional-Aged Youth Baseline,"Children, Youth & Their Families",4522709,4945679,-0.0855231405030533
2016,Transitional-Aged Youth Baseline,"Children, Youth & Their Families",4945679,NA,NA
2017,Violence Prevention,"Children, Youth & Their Families",6826676,6803546,0.00339969774585194
2016,Violence Prevention,"Children, Youth & Their Families",6803546,9270368,-0.266097527088461
2015,Violence Prevention,"Children, Youth & Their Families",9270368,8851760,0.0472909342322883
2014,Violence Prevention,"Children, Youth & Their Families",8851760,10141541,-0.127178009732446
2013,Violence Prevention,"Children, Youth & Their Families",10141541,7592141,0.33579460655433
2012,Violence Prevention,"Children, Youth & Their Families",7592141,8236416,-0.078222736685471
2011,Violence Prevention,"Children, Youth & Their Families",8236416,6500256,0.267091019184475
2010,Violence Prevention,"Children, Youth & Their Families",6500256,NA,NA
2017,Claims,City Attorney,6695040,6499861,0.0300281806026313
2016,Claims,City Attorney,6499861,6531960,-0.00491414521828058
2015,Claims,City Attorney,6531960,6305851,0.0358570159681857
2014,Claims,City Attorney,6305851,6060764,0.0404383011778713
2013,Claims,City Attorney,6060764,5796693,0.0455554572236273
2012,Claims,City Attorney,5796693,5645750,0.0267356861355887
2011,Claims,City Attorney,5645750,5636138,0.00170542311064775
2010,Claims,City Attorney,5636138,NA,NA
2017,General Fund,City Attorney,12905153,11324954,0.139532487284275
2016,General Fund,City Attorney,11324954,10581630,0.0702466444205666
2015,General Fund,City Attorney,10581630,8653423,0.222825926803763
2014,General Fund,City Attorney,8653423,6865810,0.260364472655084
2013,General Fund,City Attorney,6865810,5229177,0.312980991081388
2012,General Fund,City Attorney,5229177,7310659,-0.284718792108892
2011,General Fund,City Attorney,7310659,8375145,-0.127100605422354
2010,General Fund,City Attorney,8375145,NA,NA
2017,Legal Service,City Attorney,15070307,13583117,0.109488124117609
2016,Legal Service,City Attorney,13583117,13263140,0.0241252825499844
2015,Legal Service,City Attorney,13263140,5801150,1.28629495875818
2014,Legal Service,City Attorney,5801150,1814248,2.19755072073939
2013,Legal Service,City Attorney,1814248,1897484,-0.0438665095463256
2012,Legal Service,City Attorney,1897484,-1070091,-2.77319872795865
2011,Legal Service,City Attorney,-1070091,4007,-268.055403044672
2010,Legal Service,City Attorney,4007,NA,NA
2017,Legal Service-Paying Depts,City Attorney,2735000,2735000,0
2016,Legal Service-Paying Depts,City Attorney,2735000,2735000,0
2015,Legal Service-Paying Depts,City Attorney,2735000,9105006,-0.699615793773228
2014,Legal Service-Paying Depts,City Attorney,9105006,2735000,2.32906983546618
2013,Legal Service-Paying Depts,City Attorney,2735000,2735000,0
2012,Legal Service-Paying Depts,City Attorney,2735000,2735000,0
2011,Legal Service-Paying Depts,City Attorney,2735000,2735000,0
2010,Legal Service-Paying Depts,City Attorney,2735000,NA,NA
2017,Administration/Planning,City Planning,12448247,14325518,-0.131043847768716
2016,Administration/Planning,City Planning,14325518,10627576,0.347957238790859
2015,Administration/Planning,City Planning,10627576,9881155,0.0755398533875847
2014,Administration/Planning,City Planning,9881155,9928716,-0.0047902467952553
2013,Administration/Planning,City Planning,9928716,7643600,0.29895808257889
2012,Administration/Planning,City Planning,7643600,7711918,-0.0088587560189307
2011,Administration/Planning,City Planning,7711918,8140232,-0.0526169278713432
2010,Administration/Planning,City Planning,8140232,NA,NA
2017,Citywide Planning,City Planning,20787068,21823965,-0.0475118522230035
2016,Citywide Planning,City Planning,21823965,16186318,0.348297061753019
2015,Citywide Planning,City Planning,16186318,10242761,0.580269030977097
2014,Citywide Planning,City Planning,10242761,7725840,0.325779591604279
2013,Citywide Planning,City Planning,7725840,9622019,-0.197066644744726
2012,Citywide Planning,City Planning,9622019,10789154,-0.108176693001138
2011,Citywide Planning,City Planning,10789154,9593818,0.124594400269007
2010,Citywide Planning,City Planning,9593818,NA,NA
2017,Current Planning,City Planning,35178518,33553836,0.0484201567892267
2016,Current Planning,City Planning,33553836,37568299,-0.106857725977958
2015,Current Planning,City Planning,37568299,29350609,0.279983628278377
2014,Current Planning,City Planning,29350609,25162187,0.166456993583268
2013,Current Planning,City Planning,25162187,20985873,0.199005969396651
2012,Current Planning,City Planning,20985873,21320505,-0.0156953130331575
2011,Current Planning,City Planning,21320505,18725482,0.138582440761738
2010,Current Planning,City Planning,18725482,NA,NA
2017,Environmental Planning,City Planning,6055657,6034293,0.0035404313313921
2016,Environmental Planning,City Planning,6034293,6606528,-0.086616601034613
2015,Environmental Planning,City Planning,6606528,4215412,0.567231862508338
2014,Environmental Planning,City Planning,4215412,4408671,-0.0438361129691918
2013,Environmental Planning,City Planning,4408671,4051908,0.0880481491682437
2012,Environmental Planning,City Planning,4051908,2578748,0.571269468749952
2011,Environmental Planning,City Planning,2578748,1993986,0.293262841363982
2010,Environmental Planning,City Planning,1993986,NA,NA
2017,General Fund,City Planning,2603268,2475487,0.0516185300104585
2016,General Fund,City Planning,2475487,2372625,0.0433536694589326
2015,General Fund,City Planning,2372625,2772727,-0.144299096160567
2014,General Fund,City Planning,2772727,4784151,-0.42043489011948
2013,General Fund,City Planning,4784151,1905311,1.51095542932361
2012,General Fund,City Planning,1905311,1431435,0.331049611054641
2011,General Fund,City Planning,1431435,3362806,-0.57433316105657
2010,General Fund,City Planning,3362806,NA,NA
2017,Zoning Administration And Compliance,City Planning,3395334,3137723,0.0821012562294377
2016,Zoning Administration And Compliance,City Planning,3137723,2447608,0.281954871858566
2015,Zoning Administration And Compliance,City Planning,2447608,2001450,0.22291738489595
2014,Zoning Administration And Compliance,City Planning,2001450,1928313,0.0379279712370347
2013,Zoning Administration And Compliance,City Planning,1928313,1758669,0.0964615854376236
2012,Zoning Administration And Compliance,City Planning,1758669,NA,NA
2017,Civil Service Commission,Civil Service Commission,832490,812562,0.0245248977924146
2016,Civil Service Commission,Civil Service Commission,812562,809109,0.00426765738608766
2015,Civil Service Commission,Civil Service Commission,809109,612502,0.320989972277642
2014,Civil Service Commission,Civil Service Commission,612502,548926,0.115818889977884
2013,Civil Service Commission,Civil Service Commission,548926,514261,0.067407405967009
2012,Civil Service Commission,Civil Service Commission,514261,494658,0.0396294005151034
2011,Civil Service Commission,Civil Service Commission,494658,495694,-0.00208999907200813
2010,Civil Service Commission,Civil Service Commission,495694,NA,NA
2017,General Fund,Civil Service Commission,832490,812562,0.0245248977924146
2016,General Fund,Civil Service Commission,812562,809109,0.00426765738608766
2015,General Fund,Civil Service Commission,809109,612502,0.320989972277642
2014,General Fund,Civil Service Commission,612502,548926,0.115818889977884
2013,General Fund,Civil Service Commission,548926,514261,0.067407405967009
2012,General Fund,Civil Service Commission,514261,494658,0.0396294005151034
2011,General Fund,Civil Service Commission,494658,495694,-0.00208999907200813
2010,General Fund,Civil Service Commission,495694,NA,NA
2017,Affordable Housing,Community Investment & Infrastructure,168109332,197859326,-0.150359321450433
2016,Affordable Housing,Community Investment & Infrastructure,197859326,365942360,-0.459315598226999
2015,Affordable Housing,Community Investment & Infrastructure,365942360,190958894,0.916341011065973
2014,Affordable Housing,Community Investment & Infrastructure,190958894,10077048,17.9498843312049
2013,Affordable Housing,Community Investment & Infrastructure,10077048,NA,NA
2017,Community Redevelopment,Community Investment & Infrastructure,782419576,790486376,-0.010204856459158
2016,Community Redevelopment,Community Investment & Infrastructure,790486376,388990778,1.03214682894102
2015,Community Redevelopment,Community Investment & Infrastructure,388990778,431375292,-0.0982543849544354
